Type	Dubious	ORF	Gene	Chr	Start	End	Description	DAMP
ORF	Verified	YJL210W	PEX2	10	36919	37734	RING-finger peroxin and E3 ubiquitin ligase; peroxisomal membrane protein with a C-terminal zinc-binding RING domain, forms translocation subcomplex with Pex10p and Pex12p which functions in peroxisomal matrix protein import	 
ORF	Dubious	YJL211C		10	37200	36757	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps the verified gene YJL210W/PEX2	 
ORF	Verified	YJL209W	CBP1	10	38005	39969	Mitochondrial protein, regulator of COB mRNA stability and translation; interacts with the 5'-untranslated region of the COB mRNA; found in a complex at the inner membrane along with Pet309p; localizes to mitochondrial foci upon DNA replication stress	 
ORF	Verified	YJL208C	NUC1	10	41183	40194	Major mitochondrial nuclease; has RNAse and DNA endo- and exonucleolytic activities; roles in mitochondrial recombination, apoptosis and maintenance of polyploidy; involved in fragmentation of genomic DNA during PND (programmed nuclear destruction); encodes ortholog of mammalian endoG	 
ORF	Verified	YJL207C	LAA1	10	47433	41389	AP-1 accessory protein; colocalizes with clathrin to the late-Golgi apparatus; involved in TGN-endosome transport; physically interacts with AP-1; similar to the mammalian p200; may interact with ribosomes; YJL207C is a non-essential gene	 
ORF	Uncharacterized	YJL206C		10	49935	47659	Putative protein of unknown function; similar to transcriptional regulators from the Zn[2]-Cys[6] binuclear cluster protein family; mRNA is weakly cell cycle regulated, peaking in S phase; induced rapidly upon MMS treatment	 
ORF	Verified	YJL205C	NCE101	10	50443	50139	Protein of unknown function; involved in secretion of proteins that lack classical secretory signal sequences	 
ORF	Verified	YJL204C	RCY1	10	53151	50629	F-box protein involved in recycling endocytosed proteins; involved in recycling plasma membrane proteins internalized by endocytosis; localized to sites of polarized growth	 
ORF	Verified	YJL203W	PRP21	10	53341	54183	Subunit of the SF3a splicing factor complex; required for spliceosome assembly	DAMP
ORF	Dubious	YJL202C		10	54290	53943	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; overlaps 3' end of essential PRP21 gene encoding a subunit of the SF3a splicing factor complex	 
ORF	Verified	YJL201W	ECM25	10	54379	56178	Non-essential protein of unknown function; promoter contains a consensus binding sequence for factor Abf1p	 
ORF	Verified	YJL200C	ACO2	10	58813	56444	Putative mitochondrial aconitase isozyme; similarity to Aco1p, an aconitase required for the TCA cycle; expression induced during growth on glucose, by amino acid starvation via Gcn4p, and repressed on ethanol	 
ORF	Dubious	YJL199C	MBB1	10	60182	59856	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; not conserved in closely related Saccharomyces species; protein detected in large-scale protein-protein interaction studies	 
ORF	Verified	YJL198W	PHO90	10	60844	63489	Low-affinity phosphate transporter; acts upstream of Pho81p in regulation of the PHO pathway; deletion of pho84, pho87, pho89, pho90, and pho91 causes synthetic lethality; transcription independent of Pi and Pho4p activity; overexpression results in vigorous growth; PHO90 has a paralog, PHO87, that arose from the whole genome duplication	 
ORF	Verified	YJL197W	UBP12	10	63805	67569	Ubiquitin-specific protease; cleaves ubiquitin from ubiquitinated proteins; present in the nucleus and cytoplasm	 
ORF	Dubious	YJL197C-A		10	66086	65805	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; completely overlaps the verified gene YJL197C/UBP12	 
ORF	Verified	YJL196C	ELO1	10	68782	67850	Elongase I, medium-chain acyl elongase; catalyzes carboxy-terminal elongation of unsaturated C12-C16 fatty acyl-CoAs to C16-C18 fatty acids; ELO1 has a paralog, FEN1, that arose from the whole genome duplication	 
ORF	Verified	YJL194W	CDC6	10	69338	70879	Essential ATP-binding protein required for DNA replication; component of the pre-replicative complex (pre-RC) which requires ORC to associate with chromatin and is in turn required for Mcm2-7p DNA association; homologous to S. pombe Cdc18p; relocalizes from nucleus to cytoplasm upon DNA replication stress	DAMP
ORF	Dubious	YJL195C		10	69942	69241	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps the verified gene YJL194W/CDC6	DAMP
ORF	Uncharacterized	YJL193W		10	71366	72574	Putative protein of unknown function; predicted to encode a triose phosphate transporter subfamily member based on phylogenetic analysis; similar to YOR307C/SLY41; deletion mutant has a respiratory growth defect	 
ORF	Verified	YJL192C	SOP4	10	73414	72710	ER-membrane protein; suppressor of pma1-7, deletion of SOP4 slows down the export of wild-type Pma1p and Pma1-7 from the ER	 
ORF	Verified	YJL191W	RPS14B	10	73787	74611	Protein component of the small (40S) ribosomal subunit; required for ribosome assembly and 20S pre-rRNA processing; mutations confer cryptopleurine resistance; homologous to mammalian ribosomal protein S14 and bacterial S11; RPS14B has a paralog, RPS14A, that arose from the whole genome duplication	 
ORF	Verified	YJL190C	RPS22A	10	75302	74910	Protein component of the small (40S) ribosomal subunit; homologous to mammalian ribosomal protein S15A and bacterial S8; RPS22A has a paralog, RPS22B, that arose from the whole genome duplication	 
ORF	Verified	YJL189W	RPL39	10	75933	76474	Ribosomal 60S subunit protein L39; required for ribosome biogenesis; loss of both Rpl31p and Rpl39p confers lethality; also exhibits genetic interactions with SIS1 and PAB1; homologous to mammalian ribosomal protein L39, no bacterial homolog	 
ORF	Dubious	YJL188C	BUD19	10	76510	76202	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; not conserved in closely related Saccharomyces species; 88% of ORF overlaps the verified gene RPL39; diploid mutant displays a weak budding pattern phenotype in a systematic assay	 
ORF	Verified	YJL187C	SWE1	10	79262	76803	Protein kinase that regulates the G2/M transition; regulates the G2/M transition by inhibition of Cdc28p kinase activity; localizes to the nucleus and to the daughter side of the mother-bud neck; phosphorylates conserved tyrosine residue in N-terminus of Hsp90 in cell-cycle associated manner, thus modulating the ability of Hsp90 to chaperone a selected clientele; homolog of S. pombe Wee1p; potential Cdc28p substrate	 
ORF	Verified	YJL186W	MNN5	10	80155	81915	Alpha-1,2-mannosyltransferase; responsible for addition of the second alpha-1,2-linked mannose of the branches on the mannan backbone of oligosaccharides, localizes to an early Golgi compartment	 
ORF	Verified	YJL185C	ATG36	10	82976	82095	Pex3p interacting protein, required for pexophagy; interacts with Atg8p and Atg11p; mRNA is weakly cell cycle regulated, peaking in G2 phase; YJL185C is a non-essential gene	 
ORF	Verified	YJL184W	GON7	10	83448	83819	Component of the EKC/KEOPS protein complex; EKC/KEOPS complex is required for t6A tRNA modification and may have roles in telomere maintenance and transcription; implicated in osmotic stress response; other complex members are Kae1p, Cgi121p, Pcc1p, and Bud32p	 
ORF	Verified	YJL183W	MNN11	10	84068	85336	Subunit of a Golgi mannosyltransferase complex; this complex also contains Anp1p, Mnn9p, Mnn10p, and Hoc1p, and mediates elongation of the polysaccharide mannan backbone; has homology to Mnn10p	 
ORF	Uncharacterized	YJL181W		10	85660	87495	Putative protein of unknown function; expression is cell-cycle regulated as shown by microarray analysis; potential regulatory target of Mbp1p, which binds to the YJL181W promoter region; YJL181W has a paralog, YJR030C, that arose from the whole genome duplication	 
ORF	Dubious	YJL182C		10	85752	85435	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps uncharacterized ORF YJL181W	 
ORF	Verified	YJL180C	ATP12	10	88560	87583	Assembly factor for the F1 sector of mitochondrial F1F0 ATP synthase; conserved protein; required for the assembly of alpha and beta subunits into the F1 sector of the mitochondrial F1F0 ATP synthase; mutation of human ATP12 reduces active ATP synthase levels and is associated with the disorder ATPAF2 deficiency	 
ORF	Verified	YJL179W	PFD1	10	88787	89116	Subunit of heterohexameric prefoldin; prefoldin binds cytosolic chaperonin and transfers target proteins to it; involved in the biogenesis of actin and of alpha- and gamma-tubulin; prefoldin complex also localizes to chromatin of actively transcribed genes in the nucleus and facilitates transcriptional elongation	 
ORF	Verified	YJL178C	ATG27	10	90097	89282	Type I membrane protein involved in autophagy and the Cvt pathway; may be involved in membrane delivery to the phagophore assembly site	 
ORF	Verified	YJL177W	RPL17B	10	90786	91657	Ribosomal 60S subunit protein L17B; homologous to mammalian ribosomal protein L17 and bacterial L22; RPL17B has a paralog, RPL17A, that arose from the whole genome duplication	 
ORF	Dubious	YJL175W		10	94049	94561	Dubious open reading frame unlikely to encode a functional protein; deletion confers resistance to cisplatin, hypersensitivity to 5-fluorouracil, and growth defect at high pH with high calcium; overlaps gene for SWI3 transcription factor	 
ORF	Verified	YJL176C	SWI3	10	94530	92053	Subunit of the SWI/SNF chromatin remodeling complex; SWI/SNF regulates transcription by remodeling chromosomes; contains SANT domain that is required for SWI/SNF assembly; is essential for displacement of histone H2A-H2B dimers during ATP-dependent remodeling; required for transcription of many genes, including ADH1, ADH2, GAL1, HO, INO1 and SUC2; relocates to the cytosol under hypoxic conditions	 
ORF	Verified	YJL174W	KRE9	10	95092	95922	Glycoprotein involved in cell wall beta-glucan assembly; null mutation leads to severe growth defects, aberrant multibudded morphology, and mating defects	DAMP
ORF	Verified	YJL173C	RFA3	10	96529	96161	Subunit of heterotrimeric Replication Protein A (RPA); RPA is a highly conserved single-stranded DNA binding protein complex involved in DNA replication, repair, and recombination; in concert with Sgs1p-Top2p-Rmi1p, stimulates DNA catenation/decatenation activity of Top3p; protein abundance increases in response to DNA replication stress	 
ORF	Verified	YJL172W	CPS1	10	97737	99467	Vacuolar carboxypeptidase S; expression is induced under low-nitrogen conditions	 
ORF	Verified	YJL171C		10	100894	99704	GPI-anchored cell wall protein of unknown function; induced in response to cell wall damaging agents and by mutations in genes involved in cell wall biogenesis; sequence similarity to YBR162C/TOS1, a covalently bound cell wall protein; protein abundance increases in response to DNA replication stress	 
ORF	Verified	YJL170C	ASG7	10	101779	101150	Protein that regulates signaling from G protein beta subunit Ste4p; contributes to relocalization of Ste4p within the cell; specific to a-cells and induced by alpha-factor	 
ORF	Dubious	YJL169W		10	102099	102467	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps the verified gene YJL168C/SET2	 
ORF	Verified	YJL168C	SET2	10	104428	102227	Histone methyltransferase with a role in transcriptional elongation; methylates H3 lysine 36 (H3K36), which suppresses incorporation of acetylated histones and signals for the deacetylation of these histones within transcribed genes; associates with the C-terminal domain(CTD) of Rpo21p; H3K36me3 (trimethylation) requires Spt6p, proline 38 on H3, CTD of Rpo21p, Ctk1p, and C-terminal SRI domain of Ste2p; relocalizes to the cytosol in response to hypoxia	 
